,tweet_id,date,time,source,tweet_text,tweet_url,rating_numerator,dog_name,dog_stage,retweet_count,favorite_count,text_language,jpg_url,img_num,first_prediction,first_confidence,is_dog,second_prediction,second_confidence,is_dog,third_prediction,third_confidence,is_dog
13,889638837579907072,2017-25-07,00:10:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://t.co/f8dEDcrKSR,12.0,Ted,,3937,24645,en,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True
14,889531135344209921,2017-24-07,17:02:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,https://t.co/y70o6h3isq,13.0,Stuart,puppo,1987,13878,en,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden retriever,0.953442,True,Labrador retriever,0.0138341,True,Redbone,0.00795775,True
15,889278841981685760,2017-24-07,00:19:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://t.co/WpHvrQedPb,13.0,Oliver,,4687,22999,en,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,2017-23-07,00:22:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://t.co/chxruIOUJN,12.0,Jim,,3941,26609,en,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True
17,888804989199671297,2017-22-07,16:56:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://t.co/HTQ77yNQ5K,13.0,Zeke,,3725,23350,en,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True
18,888554962724278272,2017-22-07,00:23:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://t.co/YnYAFCTTiK,13.0,Ralphus,,3044,18008,en,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,Malamute,0.111411,True
19,888078434458587136,2017-20-07,16:49:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://t.co/DK7iDPfuRX,12.0,Gerald,,3053,19911,en,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True,Pug,0.000931908,True,Bull mastiff,0.000903211,True
20,887705289381826560,2017-19-07,16:06:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://t.co/PhrUk20Q64,13.0,Jeffrey,,4754,27675,en,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
21,887517139158093824,2017-19-07,03:39:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://t.co/20VrLAA8ba,14.0,such,,10359,42376,en,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow truck,0.0291754,False,Shopping cart,0.0263208,False
22,887473957103951883,2017-19-07,00:47:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://t.co/cLyzpcUcMX,13.0,Canela,,15828,62713,en,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,Beagle,0.0389148,True
23,887343217045368832,2017-18-07,16:08:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://t.co/WZqNqygEyV,13.0,,,9266,30761,en,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.330741,True,Sea lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,2017-18-07,00:07:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://t.co/4Ad1jzJSdp,12.0,,,5251,28015,en,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True
25,886983233522544640,2017-17-07,16:17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://t.co/I6oNy0CgiT,13.0,Maya,,6722,31769,en,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy terrier,0.143528,True,Can opener,0.0322529,False
26,886736880519319552,2017-16-07,23:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

 ",https://t.co/bVi0Yr4Cff,13.0,Mingus,,2800,10914,en,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great pyrenees,0.186136,True,Dandie dinmont,0.08634630000000001,True
27,886680336477933568,2017-16-07,20:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://t.co/BCoWue0abA,13.0,Derek,,3940,20558,en,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports car,0.139952,False,Car wheel,0.0441727,False
28,886366144734445568,2017-15-07,23:25:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://t.co/RGE08MIJox,12.0,Roscoe,pupper,2786,19289,en,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True
29,886258384151887873,2017-15-07,16:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://t.co/xZDA9Qsq1O,13.0,Waffles,,5566,25560,en,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower cap,0.0252856,False,Siamese cat,0.00284892,False
30,885984800019947520,2017-14-07,22:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://t.co/BuveP0uMF1,12.0,Jimbo,,5909,29768,en,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese mountain dog,0.00623915,True
31,885528943205470208,2017-13-07,15:58:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://t.co/tp1kQ8i9JF,13.0,Maisey,,5622,32837,en,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador retriever,0.265835,True,Kuvasz,0.134697,True
32,885167619883638784,2017-12-07,16:03:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://t.co/44ItaMubBf,13.0,,,3848,19995,en,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True
33,884925521741709313,2017-12-07,00:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://t.co/MYJvdlNRVa,12.0,Earl,,15892,70247,en,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.259916,True,American staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True
34,884876753390489601,2017-11-07,20:47:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://t.co/74TKAUsLkO,13.0,Lola,,4915,25406,en,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True
35,884562892145688576,2017-11-07,00:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://t.co/1r4MFCbCX5,13.0,Kevin,,4134,22208,en,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True
36,884441805382717440,2017-10-07,15:58:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://t.co/vvBOcC2VdC,14.0,,,5018,24782,en,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
37,884162670584377345,2017-09-07,21:29:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://t.co/YSI00BzTBZ,12.0,Yogi,doggo,2634,18648,en,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707046,True,Malinois,0.199396,True,Norwegian elkhound,0.0491476,True
38,883838122936631299,2017-09-07,00:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://t.co/V85xujjDDY,12.0,Noah,,3012,19965,en,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,Miniature pinscher,0.299603,True,Kelpie,0.0630203,True
39,883482846933004288,2017-08-07,00:28:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://t.co/qjrljjt948,13.5,Bella,,8691,41850,en,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden retriever,0.943082,True,Labrador retriever,0.032409,True,Kuvasz,0.00550072,True
40,883360690899218434,2017-07-07,16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://t.co/rf661IFEYP,13.0,Grizzwald,floofer,3238,20732,en,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True
41,883117836046086144,2017-07-07,00:17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://t.co/Se5fZ9wp5E,13.0,,,5845,33886,en,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
42,882992080364220416,2017-06-07,15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://t.co/tyER0KpdXj,13.0,Rusty,,3411,21819,en,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,Dingo,0.07341439999999999,False
43,882762694511734784,2017-06-07,00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://t.co/D43I96SlVu,12.0,Gus,pupper,4297,25804,en,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85005,True,Chesapeake bay retriever,0.074257,True,Flat-coated retriever,0.015579399999999997,True
44,882627270321602560,2017-05-07,15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://t.co/Nx52PGwH94,13.0,Stanley,,5341,25624,en,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
45,882268110199369728,2017-04-07,16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://t.co/fYP5RlutfA,13.0,Alfy,,10208,40933,en,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden retriever,0.762211,True,Labrador retriever,0.0989849,True,Cocker spaniel,0.0171995,True
46,882045870035918850,2017-04-07,01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://t.co/zeDpnsKX7w,13.0,Koko,,4283,26790,en,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web site,0.949591,False,Dhole,0.0173258,False,Golden retriever,0.00694063,True
47,881906580714921986,2017-03-07,16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://t.co/503CgWbhxQ,12.0,Rey,,2995,22271,en,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake bay retriever,0.278966,True,Koala,0.12701700000000002,False
48,881666595344535552,2017-03-07,00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://t.co/7CSWCl8I6s,13.0,Gary,,9407,46313,en,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan hound,0.25000300000000003,True,Golden retriever,0.16073900000000002,True
49,881536004380872706,2017-02-07,15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://t.co/ghXBIIeQZF,14.0,a,pupper,14112,45220,en,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian cat,0.114854,False
50,881268444196462592,2017-01-07,21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://t.co/cgwJwowTMC,12.0,Elliot,,4674,21282,en,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian elephant,0.245646,False,Ibex,0.0556607,False
51,880935762899988482,2017-30-06,23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://t.co/D0wb1GlKAt,13.0,Louis,,2464,15639,en,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street sign,0.251801,False,Umbrella,0.115123,False,Traffic light,0.0695338,False
52,880872448815771648,2017-30-06,19:35:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://t.co/WiAMbTkDPf,12.0,,,3370,19469,en,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich terrier,0.0613929,True,Chihuahua,0.0337257,True
53,880465832366813184,2017-29-06,16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://t.co/4VsFysDmiw,12.0,Bella,,5478,26012,en,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden retriever,0.913255,True,Labrador retriever,0.0263286,True,Cocker spaniel,0.00937082,True
54,880221127280381952,2017-29-06,00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://t.co/fUod0tVmvK,12.0,Jesse,,3660,24628,en,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
55,880095782870896641,2017-28-06,16:09:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://t.co/HauE8M3Bu4,11.0,,,3835,25251,en,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature pinscher,0.120298,True,Rhodesian ridgeback,0.106395,True,Beagle,0.106073,True
56,879862464715927552,2017-28-06,00:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://t.co/Qh5aEkRQm9,13.0,Romeo,,3071,20456,en,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker spaniel,0.00948502,True
57,879492040517615616,2017-27-06,00:10:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://t.co/IxM9IMKQq8,12.0,Bailey,,2792,21491,en,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German short-haired pointer,0.479896,True,Vizsla,0.124353,True,Bath towel,0.0733202,False
58,879415818425184262,2017-26-06,19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://t.co/UDT7ZkcTgY,13.0,Duddles,,39383,96644,en,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English springer,0.383404,True,Boston bull,0.134967,True,Cardigan,0.110481,True
59,879376492567855104,2017-26-06,16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://t.co/0gOi601EAa,12.0,Jack,,2762,15423,en,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador retriever,0.0334961,True,Pembroke,0.0188266,True
